age,job,marital,education,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,class
36,management,married,tertiary,539,no,no,cellular,aug,176,1,-1,0,unknown,non interesse
38,services,married,secondary,-349,yes,no,cellular,apr,111,2,328,5,failure,non interesse
45,admin.,married,secondary,6971,no,no,cellular,may,119,1,-1,0,unknown,non interesse
58,housemaid,married,tertiary,497,no,no,unknown,jun,138,5,-1,0,unknown,potentiel
34,management,married,tertiary,362,yes,no,unknown,may,38,3,-1,0,unknown,non interesse
51,blue-collar,married,primary,4497,yes,no,unknown,may,276,3,-1,0,unknown,non interesse
38,technician,single,tertiary,2496,no,no,unknown,jun,193,1,-1,0,unknown,non interesse
73,retired,married,secondary,2850,no,no,cellular,oct,512,1,144,7,failure,potentiel
57,technician,married,primary,0,no,no,unknown,jun,58,8,-1,0,unknown,potentiel
45,management,married,tertiary,1199,no,no,telephone,feb,221,2,-1,0,unknown,non interesse
34,technician,divorced,tertiary,66,no,yes,cellular,feb,102,1,170,2,failure,non interesse
48,admin.,married,unknown,3756,no,no,cellular,aug,65,10,-1,0,unknown,potentiel
39,blue-collar,single,secondary,1170,no,no,unknown,jun,383,1,-1,0,unknown,potentiel
35,technician,married,tertiary,944,no,no,cellular,aug,351,2,-1,0,unknown,potentiel
58,management,divorced,tertiary,50,yes,no,unknown,jun,109,4,-1,0,unknown,potentiel
36,management,single,tertiary,171,no,no,unknown,jun,398,4,-1,0,unknown,potentiel
43,services,married,secondary,122,yes,no,cellular,may,355,2,-1,0,unknown,potentiel
34,blue-collar,divorced,secondary,1780,yes,no,unknown,jun,187,9,-1,0,unknown,potentiel
52,technician,married,secondary,136,no,no,cellular,aug,88,5,-1,0,unknown,potentiel
36,unknown,married,secondary,179,no,no,cellular,aug,14,8,-1,0,unknown,potentiel
32,blue-collar,single,secondary,232,no,no,unknown,dec,232,1,-1,0,unknown,non interesse
23,student,single,tertiary,82,no,no,cellular,may,289,4,-1,0,unknown,potentiel
57,blue-collar,married,primary,630,yes,no,unknown,may,52,1,-1,0,unknown,non interesse
43,blue-collar,married,primary,1202,no,no,unknown,may,295,1,-1,0,unknown,non interesse
33,admin.,single,tertiary,867,yes,no,cellular,apr,247,1,-1,0,unknown,non interesse
45,management,divorced,tertiary,6200,no,no,cellular,jul,103,2,-1,0,unknown,non interesse
31,admin.,single,secondary,-422,yes,no,cellular,may,64,2,329,15,other,non interesse
41,self-employed,single,unknown,426,yes,no,unknown,jun,75,1,-1,0,unknown,non interesse
47,management,divorced,tertiary,107,no,no,unknown,may,246,1,-1,0,unknown,non interesse
39,services,divorced,secondary,-96,yes,yes,telephone,may,38,6,-1,0,unknown,potentiel
47,blue-collar,married,secondary,581,yes,no,cellular,aug,79,6,-1,0,unknown,potentiel
57,technician,married,secondary,402,yes,no,unknown,may,153,3,-1,0,unknown,non interesse
52,blue-collar,married,secondary,555,yes,no,cellular,may,314,2,-1,0,unknown,potentiel
45,admin.,married,secondary,67,no,no,cellular,feb,326,2,-1,0,unknown,potentiel
42,management,married,tertiary,72,yes,no,cellular,apr,124,2,348,3,failure,non interesse
32,self-employed,married,secondary,1942,yes,no,unknown,may,84,9,-1,0,unknown,potentiel
31,technician,single,secondary,373,no,no,cellular,aug,346,5,-1,0,unknown,potentiel
25,blue-collar,single,secondary,84,yes,no,cellular,may,6,2,-1,0,unknown,non interesse
30,technician,married,secondary,394,no,no,cellular,aug,216,13,-1,0,unknown,potentiel
33,blue-collar,married,primary,925,no,no,cellular,nov,884,3,-1,0,unknown,potentiel
29,blue-collar,married,secondary,0,yes,no,cellular,may,116,6,-1,0,unknown,potentiel
55,retired,married,secondary,6690,no,no,cellular,apr,534,1,-1,0,unknown,potentiel
51,admin.,married,secondary,4178,yes,no,unknown,may,556,1,-1,0,unknown,potentiel
68,retired,married,secondary,20723,yes,no,cellular,apr,318,2,-1,0,unknown,potentiel
29,services,single,secondary,887,no,no,cellular,feb,343,1,-1,0,unknown,potentiel
35,self-employed,married,secondary,598,yes,no,cellular,apr,245,1,-1,0,unknown,non interesse
38,technician,married,secondary,1,yes,no,cellular,nov,57,5,199,1,success,potentiel
39,management,divorced,secondary,4314,yes,no,cellular,nov,141,4,-1,0,unknown,potentiel
47,technician,married,tertiary,2155,no,no,unknown,jun,178,3,-1,0,unknown,non interesse
22,management,single,tertiary,760,no,no,telephone,dec,6,1,-1,0,unknown,non interesse
44,admin.,married,secondary,1248,yes,yes,cellular,may,428,3,-1,0,unknown,potentiel
38,technician,single,tertiary,5122,yes,no,cellular,nov,370,1,184,1,failure,potentiel
56,services,divorced,secondary,191,no,no,cellular,jul,335,3,-1,0,unknown,potentiel
56,management,married,secondary,230,no,no,unknown,may,73,4,-1,0,unknown,potentiel
54,management,divorced,tertiary,7010,no,no,cellular,mar,275,2,-1,0,unknown,non interesse
39,services,married,secondary,1970,yes,no,unknown,jun,30,1,404,2,success,non interesse
36,blue-collar,married,secondary,3935,yes,yes,unknown,may,220,6,-1,0,unknown,potentiel
42,admin.,married,secondary,437,yes,no,cellular,aug,120,3,190,1,failure,non interesse
51,technician,divorced,secondary,2323,yes,yes,cellular,aug,151,10,-1,0,unknown,potentiel
32,management,married,tertiary,2213,no,no,cellular,jan,125,2,154,7,failure,non interesse
31,management,married,tertiary,84,no,yes,unknown,jul,143,1,-1,0,unknown,non interesse
23,technician,single,secondary,4545,no,no,cellular,jun,200,1,-1,0,unknown,non interesse
21,student,single,unknown,200,no,no,unknown,jun,8,1,-1,0,unknown,non interesse
45,admin.,single,secondary,206,yes,no,unknown,may,193,1,-1,0,unknown,non interesse
51,technician,married,secondary,2937,no,no,telephone,nov,30,3,-1,0,unknown,non interesse
36,unemployed,single,tertiary,221,no,no,cellular,feb,225,4,-1,0,unknown,potentiel
56,blue-collar,married,secondary,1521,yes,yes,cellular,nov,19,2,179,3,other,non interesse
41,technician,married,secondary,102,yes,yes,unknown,may,387,9,-1,0,unknown,potentiel
57,retired,married,secondary,519,yes,no,unknown,jun,393,3,-1,0,unknown,potentiel
55,blue-collar,married,secondary,660,no,no,unknown,jun,348,1,-1,0,unknown,potentiel
34,management,divorced,tertiary,500,yes,no,unknown,may,399,1,-1,0,unknown,potentiel
32,admin.,married,secondary,1661,yes,no,cellular,feb,76,1,209,2,failure,non interesse
41,blue-collar,single,unknown,961,yes,no,unknown,may,117,1,-1,0,unknown,non interesse
32,admin.,divorced,secondary,-273,yes,no,cellular,may,64,1,-1,0,unknown,non interesse
53,management,married,tertiary,7067,no,no,unknown,jun,82,3,-1,0,unknown,non interesse
43,blue-collar,married,unknown,285,yes,no,cellular,may,22,6,-1,0,unknown,potentiel
27,services,married,secondary,221,no,yes,cellular,jul,554,1,-1,0,unknown,potentiel
48,technician,single,secondary,479,no,no,unknown,may,148,5,-1,0,unknown,potentiel
33,services,single,tertiary,1595,yes,no,unknown,may,296,1,-1,0,unknown,non interesse
41,management,married,tertiary,65,yes,no,unknown,may,524,2,-1,0,unknown,potentiel
33,admin.,married,tertiary,640,no,no,cellular,jul,318,1,-1,0,unknown,potentiel
25,management,single,tertiary,490,no,no,cellular,sep,394,1,-1,0,unknown,potentiel
38,management,married,tertiary,1440,no,no,cellular,aug,111,2,-1,0,unknown,non interesse
43,self-employed,married,secondary,918,yes,no,unknown,may,193,1,-1,0,unknown,non interesse
56,management,single,tertiary,6507,yes,yes,cellular,jan,134,1,196,1,failure,non interesse
28,services,married,secondary,4,yes,no,unknown,jun,133,5,-1,0,unknown,potentiel
52,self-employed,married,tertiary,2289,yes,yes,cellular,nov,81,1,-1,0,unknown,non interesse
32,management,single,tertiary,131,no,no,unknown,jun,267,3,-1,0,unknown,non interesse
33,services,single,secondary,1852,no,no,telephone,feb,371,1,204,3,other,potentiel
31,technician,single,tertiary,-749,yes,yes,cellular,jul,82,4,-1,0,unknown,potentiel
54,technician,married,secondary,719,yes,no,cellular,feb,242,1,264,1,failure,non interesse
36,technician,married,secondary,4613,no,no,cellular,apr,320,1,134,2,failure,potentiel
40,admin.,single,secondary,664,no,no,cellular,nov,188,2,121,2,success,non interesse
32,admin.,single,tertiary,291,no,no,telephone,jan,223,6,275,5,other,potentiel
27,student,single,tertiary,24,yes,no,cellular,feb,344,2,-1,0,unknown,potentiel
42,technician,single,secondary,823,yes,no,cellular,jan,137,1,-1,0,unknown,non interesse
30,management,married,tertiary,1235,yes,no,cellular,jul,104,3,-1,0,unknown,non interesse
43,technician,single,secondary,1195,yes,no,unknown,may,516,9,-1,0,unknown,potentiel
44,management,married,unknown,21,no,no,cellular,aug,323,2,-1,0,unknown,potentiel
46,technician,married,secondary,363,yes,no,cellular,aug,209,3,-1,0,unknown,non interesse
36,blue-collar,single,secondary,0,no,no,unknown,jun,238,1,-1,0,unknown,non interesse
44,blue-collar,single,primary,0,yes,no,cellular,jul,184,1,-1,0,unknown,non interesse
30,management,single,tertiary,136,yes,no,unknown,may,152,1,-1,0,unknown,non interesse
34,admin.,single,secondary,846,yes,no,cellular,apr,758,2,-1,0,unknown,potentiel
20,student,single,primary,0,no,no,cellular,feb,143,5,91,8,failure,potentiel
31,services,married,secondary,505,no,no,cellular,jul,773,3,-1,0,unknown,potentiel
34,blue-collar,married,primary,3986,yes,no,cellular,apr,345,2,-1,0,unknown,potentiel
27,technician,single,tertiary,11862,no,no,telephone,may,281,5,101,1,success,potentiel
47,management,married,primary,145,no,yes,unknown,jul,163,1,-1,0,unknown,non interesse
56,management,divorced,tertiary,2037,no,no,cellular,may,160,1,91,5,success,non interesse
45,technician,divorced,secondary,441,yes,no,cellular,feb,535,1,-1,0,unknown,potentiel
35,blue-collar,married,primary,105,yes,no,unknown,may,369,2,-1,0,unknown,potentiel
32,technician,married,secondary,465,yes,no,cellular,may,210,2,-1,0,unknown,non interesse
44,entrepreneur,married,secondary,320,yes,yes,cellular,feb,269,3,234,2,other,non interesse
38,services,married,secondary,-762,yes,yes,unknown,may,408,2,-1,0,unknown,potentiel
32,management,single,tertiary,316,yes,no,cellular,jan,215,3,-1,0,unknown,non interesse
58,admin.,married,unknown,903,no,no,cellular,jan,56,1,-1,0,unknown,non interesse
35,management,single,tertiary,123,yes,no,unknown,may,83,3,-1,0,unknown,non interesse
40,blue-collar,married,secondary,273,yes,no,unknown,jun,1082,1,-1,0,unknown,potentiel
36,technician,married,secondary,1345,yes,no,unknown,may,231,3,-1,0,unknown,non interesse
52,blue-collar,married,secondary,1027,no,no,cellular,jul,59,1,-1,0,unknown,non interesse
35,technician,single,secondary,1855,yes,no,unknown,may,138,1,-1,0,unknown,non interesse
38,services,single,secondary,1315,no,no,unknown,jun,23,12,-1,0,unknown,potentiel
43,admin.,married,secondary,59,yes,no,cellular,jul,60,3,-1,0,unknown,non interesse
43,admin.,married,secondary,2682,no,no,cellular,jul,103,8,-1,0,unknown,potentiel
35,management,married,tertiary,2682,yes,no,cellular,jul,156,1,-1,0,unknown,non interesse
40,services,married,secondary,3164,yes,no,cellular,apr,329,2,-1,0,unknown,potentiel
49,technician,divorced,secondary,342,no,yes,cellular,nov,58,3,-1,0,unknown,non interesse
35,services,single,secondary,1742,yes,no,cellular,jul,39,2,-1,0,unknown,non interesse
42,technician,divorced,secondary,-106,yes,no,unknown,may,95,1,-1,0,unknown,non interesse
29,unemployed,single,unknown,67,no,no,cellular,jan,330,2,-1,0,unknown,potentiel
26,technician,single,secondary,430,no,no,cellular,feb,450,2,-1,0,unknown,potentiel
44,blue-collar,single,primary,-234,yes,yes,cellular,may,71,3,347,1,failure,non interesse
29,management,single,tertiary,0,yes,no,cellular,may,155,1,351,1,failure,non interesse
36,blue-collar,married,secondary,-206,yes,no,unknown,may,177,2,-1,0,unknown,non interesse
30,technician,single,secondary,656,no,yes,unknown,jul,523,1,-1,0,unknown,potentiel
52,retired,married,secondary,603,no,yes,unknown,jun,79,1,-1,0,unknown,non interesse
55,admin.,married,secondary,1102,yes,no,unknown,may,126,2,-1,0,unknown,non interesse
30,services,single,secondary,117,no,no,cellular,jan,135,1,-1,0,unknown,non interesse
29,technician,single,secondary,-13,yes,no,cellular,may,512,3,-1,0,unknown,potentiel
27,admin.,single,tertiary,1993,yes,no,cellular,may,102,5,-1,0,unknown,potentiel
58,retired,divorced,unknown,5920,yes,no,cellular,nov,96,1,121,1,failure,non interesse
33,services,married,secondary,881,yes,no,unknown,may,67,5,-1,0,unknown,potentiel
48,admin.,married,secondary,0,yes,no,cellular,jul,109,4,-1,0,unknown,potentiel
39,housemaid,married,secondary,953,no,no,cellular,jan,23,6,232,3,other,potentiel
55,blue-collar,married,primary,781,yes,no,cellular,feb,112,3,270,2,failure,non interesse
40,blue-collar,single,primary,1530,yes,no,cellular,apr,8,3,315,1,failure,non interesse
33,management,single,tertiary,2667,yes,no,cellular,may,57,1,180,3,failure,non interesse
56,admin.,married,secondary,5310,no,no,unknown,jun,74,1,-1,0,unknown,non interesse
42,blue-collar,married,secondary,1468,yes,no,unknown,may,136,1,-1,0,unknown,non interesse
43,unknown,married,primary,0,yes,no,cellular,jul,132,1,-1,0,unknown,non interesse
41,management,married,tertiary,144,no,no,cellular,feb,123,3,-1,0,unknown,non interesse
58,admin.,single,secondary,247,no,yes,unknown,jun,66,6,-1,0,unknown,potentiel
29,blue-collar,married,primary,258,yes,no,unknown,may,130,1,-1,0,unknown,non interesse
38,management,married,tertiary,595,yes,no,cellular,nov,70,1,-1,0,unknown,non interesse
49,blue-collar,divorced,secondary,259,no,no,unknown,may,283,2,-1,0,unknown,non interesse
55,self-employed,married,secondary,2408,no,no,telephone,apr,327,2,140,1,failure,potentiel
53,management,married,tertiary,1356,yes,no,cellular,aug,397,2,93,2,failure,potentiel
56,admin.,married,secondary,292,yes,no,unknown,may,228,9,-1,0,unknown,potentiel
31,management,single,tertiary,2384,yes,no,cellular,apr,608,2,-1,0,unknown,potentiel
29,technician,single,secondary,307,yes,no,cellular,feb,216,1,-1,0,unknown,non interesse
48,admin.,married,secondary,292,yes,yes,cellular,jul,164,6,-1,0,unknown,potentiel
43,blue-collar,married,primary,3131,yes,no,unknown,jun,441,3,-1,0,unknown,potentiel
29,technician,married,secondary,0,no,no,unknown,may,33,2,-1,0,unknown,non interesse
39,management,single,tertiary,2258,yes,no,cellular,jul,255,2,-1,0,unknown,non interesse
53,management,married,tertiary,1348,no,yes,cellular,jul,120,3,-1,0,unknown,non interesse
48,blue-collar,married,secondary,741,yes,no,cellular,apr,227,1,-1,0,unknown,non interesse
34,management,married,tertiary,0,no,no,cellular,apr,176,1,-1,0,unknown,non interesse
52,management,single,tertiary,741,no,no,cellular,aug,63,2,-1,0,unknown,non interesse
30,admin.,married,secondary,521,yes,no,cellular,nov,648,1,-1,0,unknown,potentiel
45,entrepreneur,married,primary,5315,yes,yes,cellular,may,262,2,-1,0,unknown,non interesse
54,management,married,secondary,1660,no,no,cellular,nov,337,3,-1,0,unknown,potentiel
44,self-employed,married,unknown,163,yes,no,cellular,aug,44,1,100,3,success,non interesse
35,entrepreneur,married,secondary,1163,yes,no,unknown,may,284,1,-1,0,unknown,non interesse
34,technician,single,tertiary,122,no,no,unknown,may,73,5,-1,0,unknown,potentiel
22,student,single,unknown,1,no,no,telephone,jun,263,4,-1,0,unknown,potentiel
65,retired,married,primary,493,no,no,cellular,oct,622,1,182,1,failure,potentiel
49,management,married,unknown,0,no,no,cellular,nov,99,2,-1,0,unknown,non interesse
38,management,single,unknown,715,yes,no,cellular,apr,951,1,132,3,failure,potentiel
28,technician,single,tertiary,558,yes,no,cellular,may,300,1,-1,0,unknown,non interesse
33,technician,married,tertiary,16992,yes,no,unknown,may,58,1,-1,0,unknown,non interesse
34,management,married,tertiary,179,yes,no,cellular,nov,184,1,-1,0,unknown,non interesse
26,student,single,unknown,198,no,no,cellular,feb,161,1,-1,0,unknown,non interesse
37,blue-collar,married,primary,152,yes,no,cellular,apr,252,2,-1,0,unknown,non interesse
40,blue-collar,married,primary,2805,yes,no,cellular,may,173,6,353,23,failure,potentiel
28,services,single,secondary,6332,yes,no,telephone,may,149,1,343,4,failure,non interesse
31,technician,married,secondary,2420,yes,no,cellular,nov,166,1,-1,0,unknown,non interesse
42,management,married,secondary,580,no,no,cellular,aug,67,2,-1,0,unknown,non interesse
34,technician,divorced,secondary,259,no,no,cellular,aug,316,2,-1,0,unknown,potentiel
34,services,married,secondary,-451,yes,yes,cellular,jul,498,1,-1,0,unknown,potentiel
53,management,married,tertiary,261,no,no,cellular,aug,100,2,-1,0,unknown,non interesse
55,entrepreneur,married,tertiary,323,yes,yes,cellular,may,200,1,-1,0,unknown,non interesse
51,entrepreneur,single,tertiary,0,no,no,cellular,jan,643,1,-1,0,unknown,potentiel
58,retired,married,secondary,235,no,no,cellular,aug,88,4,-1,0,unknown,potentiel
35,blue-collar,married,primary,526,yes,no,cellular,feb,914,2,-1,0,unknown,potentiel
35,blue-collar,married,primary,4366,yes,no,unknown,may,173,3,-1,0,unknown,non interesse
31,technician,married,tertiary,0,yes,yes,unknown,may,164,2,-1,0,unknown,non interesse
32,student,married,secondary,833,yes,no,telephone,nov,227,5,164,3,other,potentiel
59,retired,married,primary,-13,no,no,cellular,aug,77,1,-1,0,unknown,non interesse
50,management,divorced,tertiary,405,no,no,cellular,apr,82,6,-1,0,unknown,potentiel
37,blue-collar,married,primary,3517,yes,no,unknown,may,445,1,-1,0,unknown,potentiel
30,services,married,secondary,699,yes,no,unknown,may,544,1,-1,0,unknown,potentiel
41,blue-collar,married,primary,943,yes,no,unknown,may,242,3,-1,0,unknown,non interesse
43,blue-collar,married,primary,794,yes,no,cellular,may,38,3,-1,0,unknown,non interesse
34,blue-collar,married,primary,503,yes,no,unknown,may,120,2,-1,0,unknown,non interesse
42,management,married,tertiary,-700,yes,no,unknown,may,110,1,-1,0,unknown,non interesse
33,management,married,tertiary,644,no,no,cellular,aug,99,2,-1,0,unknown,non interesse
26,services,single,secondary,335,no,no,telephone,jan,393,2,-1,0,unknown,potentiel
32,technician,single,secondary,719,yes,no,unknown,may,79,6,-1,0,unknown,potentiel
41,management,married,tertiary,-195,no,yes,cellular,nov,112,1,-1,0,unknown,non interesse
49,technician,divorced,secondary,972,no,no,cellular,nov,104,3,175,2,failure,non interesse
51,blue-collar,married,primary,5050,no,yes,unknown,jun,75,7,-1,0,unknown,potentiel
43,blue-collar,married,primary,232,no,yes,cellular,may,45,1,-1,0,unknown,non interesse
45,services,married,primary,2406,yes,yes,cellular,apr,108,2,-1,0,unknown,non interesse
42,entrepreneur,married,secondary,324,yes,no,cellular,jul,528,3,-1,0,unknown,potentiel
37,blue-collar,married,secondary,168,yes,no,cellular,apr,266,2,-1,0,unknown,non interesse
59,retired,married,secondary,374,no,no,cellular,aug,272,2,-1,0,unknown,non interesse
31,services,single,secondary,658,no,no,cellular,may,100,1,-1,0,unknown,non interesse
22,admin.,single,secondary,-1,yes,no,unknown,may,136,1,-1,0,unknown,non interesse
30,self-employed,single,secondary,280,no,no,telephone,may,92,3,-1,0,unknown,non interesse
52,admin.,divorced,unknown,0,no,no,cellular,aug,168,4,-1,0,unknown,potentiel
50,self-employed,married,primary,0,no,no,cellular,aug,125,4,-1,0,unknown,potentiel
34,admin.,married,secondary,2064,yes,no,unknown,may,165,2,-1,0,unknown,non interesse
30,blue-collar,married,secondary,128,yes,no,unknown,may,273,1,-1,0,unknown,non interesse
56,blue-collar,married,primary,0,yes,no,cellular,jul,82,1,-1,0,unknown,non interesse
31,technician,single,secondary,863,yes,no,cellular,feb,146,1,263,5,success,non interesse
51,admin.,married,secondary,50,no,no,cellular,aug,178,2,-1,0,unknown,non interesse
33,services,single,secondary,187,yes,no,cellular,apr,168,3,326,1,failure,non interesse
47,blue-collar,married,secondary,-614,yes,no,unknown,may,118,2,-1,0,unknown,non interesse
46,technician,married,tertiary,841,yes,no,unknown,may,158,1,-1,0,unknown,non interesse
44,services,divorced,secondary,206,yes,no,cellular,may,78,1,365,1,failure,non interesse
51,blue-collar,married,secondary,984,yes,no,telephone,apr,353,4,-1,0,unknown,potentiel
39,technician,single,secondary,201,no,yes,unknown,jun,148,4,-1,0,unknown,potentiel
41,technician,married,tertiary,585,yes,no,telephone,apr,60,1,-1,0,unknown,non interesse
33,management,single,tertiary,8514,no,no,cellular,aug,131,1,-1,0,unknown,non interesse
31,admin.,married,secondary,728,yes,yes,cellular,may,152,1,352,4,failure,non interesse
60,entrepreneur,divorced,secondary,80,yes,no,unknown,may,397,1,-1,0,unknown,potentiel
34,technician,married,secondary,1246,no,no,unknown,may,88,3,-1,0,unknown,non interesse
58,services,married,secondary,818,no,no,cellular,aug,283,1,-1,0,unknown,non interesse
36,admin.,single,unknown,1815,no,no,unknown,jun,387,1,-1,0,unknown,potentiel
42,technician,married,secondary,0,no,no,cellular,jul,351,2,-1,0,unknown,potentiel
44,services,divorced,secondary,210,no,yes,unknown,may,111,2,-1,0,unknown,non interesse
31,services,married,secondary,71,yes,no,cellular,jul,740,2,-1,0,unknown,potentiel
51,blue-collar,married,primary,1869,no,no,unknown,jun,30,3,-1,0,unknown,non interesse
59,admin.,married,primary,1040,no,no,telephone,jul,733,1,-1,0,unknown,potentiel
33,admin.,married,secondary,920,no,no,cellular,aug,111,1,105,1,success,non interesse
47,blue-collar,married,secondary,668,yes,no,cellular,may,230,6,354,2,success,potentiel
43,management,divorced,tertiary,36,no,no,cellular,feb,61,1,193,1,failure,non interesse
44,housemaid,married,primary,-972,yes,yes,unknown,may,114,2,-1,0,unknown,non interesse
29,admin.,single,secondary,382,yes,no,unknown,may,460,1,-1,0,unknown,potentiel
30,admin.,married,secondary,-170,yes,yes,unknown,may,130,1,-1,0,unknown,non interesse
43,management,married,unknown,5172,yes,no,unknown,may,57,3,-1,0,unknown,non interesse
53,technician,single,tertiary,1,no,no,cellular,aug,190,1,-1,0,unknown,non interesse
46,blue-collar,married,secondary,922,yes,no,telephone,nov,296,2,-1,0,unknown,non interesse
41,management,married,tertiary,3016,yes,no,cellular,jul,80,3,-1,0,unknown,non interesse
44,blue-collar,married,primary,0,yes,no,cellular,jul,83,2,-1,0,unknown,non interesse
38,management,married,tertiary,1101,yes,no,telephone,nov,43,1,-1,0,unknown,non interesse
43,management,divorced,tertiary,3578,no,no,cellular,jan,376,2,-1,0,unknown,potentiel
41,blue-collar,married,primary,0,yes,yes,unknown,may,238,1,-1,0,unknown,non interesse
44,blue-collar,married,secondary,0,yes,no,cellular,jul,90,1,-1,0,unknown,non interesse
31,blue-collar,married,secondary,-190,yes,yes,cellular,may,299,3,-1,0,unknown,non interesse
59,self-employed,married,tertiary,185,no,no,cellular,feb,283,1,-1,0,unknown,non interesse
30,management,single,tertiary,156,yes,no,unknown,jun,174,9,-1,0,unknown,potentiel
35,blue-collar,married,secondary,503,yes,yes,unknown,may,57,2,-1,0,unknown,non interesse
57,retired,married,secondary,485,no,no,cellular,feb,79,2,187,2,failure,non interesse
53,technician,divorced,secondary,392,yes,no,cellular,jan,70,1,245,1,failure,non interesse
35,blue-collar,married,secondary,625,no,no,cellular,may,267,1,-1,0,unknown,non interesse
49,services,married,primary,468,no,no,cellular,aug,608,2,-1,0,unknown,potentiel
41,management,married,secondary,280,yes,no,cellular,jun,88,1,95,2,success,non interesse
40,services,married,secondary,181,yes,no,unknown,may,370,1,-1,0,unknown,potentiel
57,admin.,married,unknown,1401,no,no,cellular,aug,91,22,-1,0,unknown,potentiel
38,management,married,unknown,1349,yes,no,unknown,may,100,1,-1,0,unknown,non interesse
49,services,married,primary,5737,yes,no,unknown,may,417,2,-1,0,unknown,potentiel
38,management,married,tertiary,1187,yes,yes,cellular,feb,157,1,-1,0,unknown,non interesse
26,admin.,married,secondary,5231,no,yes,cellular,jul,222,2,-1,0,unknown,non interesse
34,admin.,married,secondary,3185,yes,no,unknown,may,520,1,-1,0,unknown,potentiel
58,management,married,tertiary,3228,no,no,cellular,aug,58,2,-1,0,unknown,non interesse
30,services,married,secondary,80,yes,no,unknown,may,185,2,-1,0,unknown,non interesse
52,blue-collar,divorced,primary,2800,no,no,unknown,jun,149,1,-1,0,unknown,non interesse
30,technician,single,tertiary,10,no,no,cellular,aug,276,8,-1,0,unknown,potentiel
52,blue-collar,married,secondary,331,no,no,cellular,aug,84,4,-1,0,unknown,potentiel
34,entrepreneur,married,secondary,223,no,yes,cellular,aug,103,6,-1,0,unknown,potentiel
33,blue-collar,married,primary,0,no,no,cellular,may,174,1,-1,0,unknown,non interesse
34,admin.,married,tertiary,35,yes,no,cellular,oct,76,1,69,2,failure,non interesse
23,admin.,married,secondary,299,yes,no,unknown,jun,104,1,-1,0,unknown,non interesse
37,blue-collar,married,primary,240,yes,no,cellular,may,259,1,370,2,other,non interesse
59,management,married,unknown,3534,no,no,cellular,nov,216,4,-1,0,unknown,potentiel
42,management,married,tertiary,223,no,no,cellular,aug,92,6,-1,0,unknown,potentiel
50,admin.,divorced,secondary,-194,yes,no,cellular,apr,238,2,-1,0,unknown,non interesse
41,technician,divorced,secondary,1545,no,yes,cellular,aug,183,2,-1,0,unknown,non interesse
34,technician,single,secondary,440,yes,no,cellular,may,445,2,345,2,failure,potentiel
57,management,married,primary,2538,no,yes,telephone,jul,485,2,-1,0,unknown,potentiel
52,services,married,unknown,337,yes,no,unknown,may,85,3,-1,0,unknown,non interesse
61,retired,married,unknown,-492,no,yes,unknown,jul,333,1,-1,0,unknown,potentiel
31,technician,single,tertiary,53,no,no,cellular,jan,97,2,-1,0,unknown,non interesse
27,student,single,secondary,91,no,no,telephone,dec,157,6,95,37,other,potentiel
48,blue-collar,single,primary,316,no,no,unknown,jun,560,2,-1,0,unknown,potentiel
27,management,single,unknown,3196,no,no,cellular,feb,10,2,-1,0,unknown,non interesse
37,blue-collar,married,secondary,2697,yes,no,cellular,apr,430,1,-1,0,unknown,potentiel
28,student,single,tertiary,3,no,no,cellular,nov,135,2,148,1,other,non interesse
34,services,married,secondary,244,no,no,cellular,feb,696,2,-1,0,unknown,potentiel
42,services,single,unknown,410,no,no,cellular,nov,34,2,-1,0,unknown,non interesse
39,admin.,married,secondary,159,no,no,cellular,nov,177,1,-1,0,unknown,non interesse
30,management,married,tertiary,6432,yes,no,cellular,nov,206,2,119,3,other,non interesse
35,blue-collar,married,secondary,-701,yes,yes,cellular,may,531,3,-1,0,unknown,potentiel
43,housemaid,single,primary,24,no,no,cellular,jul,35,2,-1,0,unknown,non interesse
33,management,married,tertiary,296,no,no,cellular,jul,90,2,-1,0,unknown,non interesse
24,blue-collar,single,secondary,1,yes,no,cellular,may,79,2,-1,0,unknown,non interesse
39,technician,married,secondary,1965,yes,no,unknown,jun,65,1,-1,0,unknown,non interesse
27,technician,single,tertiary,501,no,yes,telephone,jan,370,4,-1,0,unknown,potentiel
50,blue-collar,married,secondary,3558,no,no,cellular,aug,84,10,-1,0,unknown,potentiel
30,blue-collar,married,secondary,177,yes,no,cellular,apr,62,2,332,3,failure,non interesse
52,technician,divorced,secondary,204,no,no,cellular,aug,134,2,-1,0,unknown,non interesse
30,admin.,married,secondary,46,yes,no,unknown,may,114,2,-1,0,unknown,non interesse
35,technician,divorced,secondary,2047,yes,no,cellular,oct,66,1,-1,0,unknown,non interesse
36,admin.,single,secondary,810,yes,no,unknown,jun,296,1,-1,0,unknown,non interesse
39,management,single,tertiary,1914,no,no,cellular,aug,94,4,-1,0,unknown,potentiel
43,admin.,single,secondary,56831,no,no,unknown,may,243,1,-1,0,unknown,non interesse
43,admin.,single,secondary,386,no,no,cellular,oct,242,1,92,4,success,non interesse
46,admin.,married,primary,469,yes,no,cellular,feb,75,1,264,10,other,non interesse
33,admin.,married,tertiary,69,no,yes,cellular,may,77,2,-1,0,unknown,non interesse
56,entrepreneur,married,tertiary,-124,yes,no,unknown,may,374,5,-1,0,unknown,potentiel
